Superheading Number,Superheading title ,heading_text,ID_novols
16,,ذكر خبر وفاه يزيد بن الوليد,197.18.0.0.0
16,,خلافة أبي إسحاق إبراهيم بن الوليد,197.19.0.0.0
16,,سنة سبع وعشرين ومائة,198.0.0.0.0
16,,(ذكر ما كان فيها من الأحداث),198.1.0.0.0
16,,ذكر مسير مروان الى الشام وخلع ابراهيم بن الوليد,198.2.0.0.0
16,,ذكر ظهور عبد الله بن معاوية بن عبد الله بن جعفر,198.3.0.0.0
16,,ذكر خبر رجوع الحارث بن سريج الى مرو,198.4.0.0.0
16,,خلافه مروان بن محمد,198.5.0.0.0
16,,ذكر الخبر عن انتقاض اهل حمص على مروان,198.6.0.0.0
16,,"ذكر الأخبار عن خروج الضحاك محكما ودخوله الكوفة، ومن أين كان إقباله إليها",198.7.0.0.0
16,,خبر خروج سليمان بن هشام على مروان بن محمد,198.8.0.0.0
16,,ثم دخلت سنه ثمان وعشرين ومائه,199.0.0.0.0
16,,(ذكر خبر قتل الحارث بن سريج بخراسان),199.1.0.0.0
16,,ذكر الخبر عن مقتل الضحاك الخارجي,199.2.0.0.0
16,,ذكر الخبر عن مقتل الخيبرى وولايه شيبان,199.3.0.0.0
16,,خبر ابى حمزه الخارجي مع عبد الله بن يحيى,199.4.0.0.0
16,,ثم دخلت سنة تسع وعشرين ومائة,200.0.0.0.0
16,,(ذكر الخبر عما كان فيها من الأحداث),200.1.0.0.0
16,,خبر هلاك شيبان بن عبد العزيز الحروري,200.2.0.0.0
16,,ذكر اظهار الدعوة العباسية بخراسان,200.3.0.0.0
16,,ذكر تعاقد اهل خراسان على قتال ابى مسلم,200.4.0.0.0
16,,ذكر خبر مقتل الكرماني,200.5.0.0.0
16,,غلبه عبد الله بن معاويه على فارس,200.6.0.0.0
16,,مجيء ابى حمزه الخارجي الموسم,200.7.0.0.0
16,,ثم دخلت سنه ثلاثين ومائه,201.0.0.0.0
16,,(ذكر خبر الاحداث التي كانت فيها),201.1.0.0.0
16,,ذكر دخول ابى مسلم مرو والبيعه بها,201.2.0.0.0
16,,خبر مقتل شبيب بن سلمه الخارجي,201.3.0.0.0
16,,ذكر خبر قتل على وعثمان ابنى جديع,201.4.0.0.0
16,,قدوم قحطبه بن شبيب على ابى مسلم,201.5.0.0.0
16,,ذكر خبر قتل نباته بن حنظله,201.6.0.0.0
16,,ذكر وقعه ابى حمزه الخارجي بقديد,201.7.0.0.0
16,,ذكر خبر دخول ابى حمزه المدينة,201.8.0.0.0
16,,ثم دخلت سنة إحدى وثلاثين ومائة,202.0.0.0.0
16,,(ذكر ما كان فيها من الأحداث),202.1.0.0.0
16,,ذكر خبر موت نصر بن سيار,202.2.0.0.0
16,,امر ابى مسلم مع قحطبه عند نزوله الري,202.3.0.0.0
16,,ذكر الخبر عما كان من أمر أبي مسلم هنالك ومن قحطبة بعد نزوله الري.,202.4.0.0.0
16,,ذكر خبر قتل عامر بن ضباره ودخول قحطبه أصبهان,202.5.0.0.0
16,,ذكر خبر محاربه قحطبه اهل نهاوند ودخولها,202.6.0.0.0
16,,ذكر وقعه شهرزور وفتحها,202.7.0.0.0
16,,ذكر خبر مسير قحطبه الى ابن هبيرة بالعراق,202.8.0.0.0
16,,ثم دخلت سنة اثنتين وثلاثين ومائة,203.0.0.0.0
16,,(ذكر الخبر عما كان فيها من الأحداث),203.1.0.0.0
16,,ذكر الخبر عن هلاك قحطبه بن شبيب,203.2.0.0.0
16,,ذكر خبر خروج محمد بن خالد بالكوفه مسودا,203.3.0.0.0
16,,خلافة أبي العباس عبد الله بن محمد بن على ابن عبد الله بن عباس,203.4.0.0.0
16,,(ذكر الخبر عن سبب خلافته),203.5.0.0.0
16,,ذكر بقية الخبر عما كان من الأحداث في سنة اثنتين وثلاثين ومائة,203.6.0.0.0
16,,ذكر هزيمه مروان بن محمد بموقعه الزاب,203.7.0.0.0
16,,ذكر خبر قتل ابراهيم بن محمد بن على الامام,203.8.0.0.0
16,,ذكر الخبر عن قتل مروان بن محمد,203.9.0.0.0
16,,ذكر الخبر عن تبيض أبي الورد وما آل إليه أمره وأمر من بيض معه,203.10.0.0.0
16,,ذكر خبر خلع حبيب بن مره المري,203.11.0.0.0
16,,ذكر خبر تبييض اهل الجزيرة وخلعهم أبا العباس,203.12.0.0.0
16,,ذكر خبر شخوص ابى ms3457 جعفر الى خراسان,203.13.0.0.0
16,,ذكر الخبر عن حرب يزيد بن عمر بن هبيرة بواسط,203.14.0.0.0
16,,ثم دخلت سنة ثلاث وثلاثين ومائة,204.0.0.0.0
16,,. (ذكر ما كان في هذه السنة من الأحداث),204.1.0.0.0
16,,ثم دخلت سنة أربع وثلاثين ومائة,205.0.0.0.0
16,,(ذكر ما كان فيها من الأحداث),205.1.0.0.0
16,,ذكر خبر خلع بسام بن ابراهيم,205.2.0.0.0
16,,امر الخوارج مع خازم بن خزيمة وقتل شيبان بن عبد العزيز,205.3.0.0.0
16,,ذكر غزوه كس,205.4.0.0.0
16,,ذكر قتال منصور بن جمهور,205.5.0.0.0
16,,ثم دخلت سنة خمس وثلاثين ومائة,206.0.0.0.0
16,,(ذكر ما كان فيها من الأحداث),206.1.0.0.0
16,,ذكر خبر خروج زياد بن صالح,206.2.0.0.0
16,,ثم دخلت سنة ست وثلاثين ومائة,207.0.0.0.0
16,,(ذكر الخبر عما كان فيها من الأحداث),207.1.0.0.0
16,,ذكر قدوم ابى مسلم على ابى العباس,207.2.0.0.0
16,,حج ابى جعفر المنصور وابى مسلم,207.3.0.0.0
16,,ذكر الخبر عن موت ابى العباس السفاح,207.4.0.0.0
16,,خلافة أبي جعفر المنصور وهو عبد الله بن محمد,207.5.0.0.0
16,,ثم دخلت سنة سبع وثلاثين ومائة,208.0.0.0.0
16,,(ذكر الخبر عما كان في هذه السنة من الاحداث),208.1.0.0.0
16,,ذكر خبر خروج عبد الله بن على وهزيمته,208.2.0.0.0
16,,ذكر خبر قتل ابى مسلم الخراسانى,208.3.0.0.0
16,,ذكر خروج سنباذ للطلب بدم ابى مسلم ثم قتله,208.4.0.0.0
16,,خروج ملبد بن حرمله الشيبانى,208.5.0.0.0
16,,ثم دخلت سنة ثمان وثلاثين ومائة,209.0.0.0.0
16,,(ذكر ما كان فيها من الأحداث),209.1.0.0.0
16,,ذكر خلع جهور بن مرار المنصور,209.2.0.0.0
16,,ذكر خبر قتل ملبد الخارجي,209.3.0.0.0
16,,ثم دخلت سنة تسع وثلاثين ومائة,210.0.0.0.0
16,,(ذكر الخبر عما كان فيها من الأحداث),210.1.0.0.0
16,,ذكر خبر حبس عبد الله بن على,210.2.0.0.0
16,,ثم دخلت سنة أربعين ومائة,211.0.0.0.0
16,,ذكر ما كان فيها من الأحداث,211.1.0.0.0
16,,ذكر هلاك ابى داود عامل خراسان وولايه عبد الجبار,211.2.0.0.0
16,,ثم دخلت سنة إحدى وأربعين ومائة,212.0.0.0.0
16,,(ذكر الخبر عما كان فيها من الأحداث),212.1.0.0.0
16,,ذكر الخبر عن خروج الراونديه ms3507,212.2.0.0.0
16,,ذكر خلع عبد الجبار بخراسان ومسير المهدى اليه,212.3.0.0.0
16,,ثم دخلت سنة اثنتين وأربعين ومائة,213.0.0.0.0
16,,(ذكر الخبر عما كان فيها من الأحداث),213.1.0.0.0
16,,ذكر خلع عيينة بن موسى بن كعب بالسند,213.2.0.0.0
16,,ذكر خبر نكث اصبهبذ طبرستان العهد,213.3.0.0.0
16,,ثم دخلت سنة ثلاث وأربعين ومائة,214.0.0.0.0
16,,(ذكر الخبر عما كان فيها من الأحداث),214.1.0.0.0
16,,غزو الديلم,214.2.0.0.0
16,,عزل الهيثم بن معاوية عن مكة والطائف,214.3.0.0.0
16,,عزل حميد بن قحطبه عن مصر,214.4.0.0.0
16,,ثم دخلت سنة أربع وأربعين ومائة,215.0.0.0.0
16,,(ذكر الخبر عما كان فيها من الأحداث),215.1.0.0.0
16,,ولايه رياح بن عثمان على المدينة وامر ابنى عبد الله بن حسن,215.2.0.0.0
16,,ذكر حمل ولد حسن بن حسن الى العراق,215.3.0.0.0
16,,ذكر بقية الخبر عن الأحداث التي كانت في سنة أربع وأربعين ومائة,215.4.0.0.0
16,,ذكر الخبر عن سبب حمله إياهم إلى العراق:,215.5.0.0.0
16,,ثم دخلت سنة خمس وأربعين ومائة,216.0.0.0.0
16,,(ذكر الخبر عما كان فيها من الأحداث),216.1.0.0.0
16,,ذكر الخبر عن مخرج محمد بن عبد الله ومقتله,216.2.0.0.0
16,,ذكر الخبر عن وثوب السودان بالمدينة في هذه السنة والسبب الذي هيج ذلك,216.3.0.0.0
16,,ذكر الخبر عن بناء مدينه ms3606 بغداد,216.4.0.0.0
16,,ذكر الخبر عن ظهور ابراهيم بن محمد ومقتله,216.5.0.0.0
16,,ثم دخلت سنة ست وأربعين ومائة,217.0.0.0.0
16,,(ذكر الخبر عما كان فيها من الأحداث),217.1.0.0.0
16,,خبر استتمام بناء بغداد وتحول ابى جعفر إليها,217.2.0.0.0
16,,ذكر الخبر عن عزل مسلم بن قتيبة عن البصره,217.3.0.0.0
16,,ثم دخلت سنة سبع وأربعين ومائة,218.0.0.0.0
16,,(ذكر الأخبار عن الأحداث التي كانت فيها),218.1.0.0.0
16,,ذكر الخبر عن مهلك عبد الله بن على بن عباس,218.2.0.0.0
16,,ذكر خبر البيعه للمهدي وخلع عيسى بن موسى,218.3.0.0.0
16,,ثم دخلت سنة ثمان وأربعين ومائة,219.0.0.0.0
16,,ذكر الخبر عما كان فيها من الأحداث,219.1.0.0.0
16,,ثم دخلت سنة تسع وأربعين ومائة,220.0.0.0.0
16,,(ذكر الخبر عما كان فيها من الأحداث),220.1.0.0.0
16,,ثم دخلت سنة خمسين ومائة,221.0.0.0.0
16,,(ذكر الخبر عما كان فيها من الأحداث),221.1.0.0.0
16,,ذكر خروج استاذسيس,221.2.0.0.0
17,سنة 151 - سنة 175 من الهجرة,ثم دخلت سنة إحدى وخمسين ومائة,222.0.0.0.0
17,,(ذكر الخبر عن الأحداث التي كانت فيها),222.1.0.0.0
17,,ذكر الخبر عن سبب عزل المنصور عمر بن حفص عن السند وتوليته إياه إفريقيه واستعماله على السند هشام بن عمرو,222.2.0.0.0
17,,ذكر خبر بناء المنصور الرصافه,222.3.0.0.0
17,,امر عقبه بن سلم,222.4.0.0.0
17,,ثم دخلت سنة اثنتين وخمسين ومائة,223.0.0.0.0
17,,(ذكر الخبر عن الأحداث التي كانت فيها),223.1.0.0.0
17,,ثم دخلت سنة ثلاث وخمسين ومائة,224.0.0.0.0
17,,(ذكر الخبر عما كان فيها من الأحداث),224.1.0.0.0
17,,ثم دخلت سنة أربع وخمسين ومائة,225.0.0.0.0
17,,(ذكر الخبر عما كان فيها من الأحداث),225.1.0.0.0
17,,ثم دخلت سنة خمس وخمسين ومائة,226.0.0.0.0
17,,(ذكر الخبر عن الأحداث التي كانت فيها),226.1.0.0.0
17,,ثم دخلت سنة ست وخمسين ومائة,227.0.0.0.0
17,,(ذكر الخبر عن الأحداث التي كانت فيها),227.1.0.0.0
17,,ذكر الخبر عن مقتل عمرو بن شداد,227.2.0.0.0
17,,ثم دخلت سنة سبع وخمسين ومائة,228.0.0.0.0
17,,(ذكر الخبر عما كان فيها من الأحداث),228.1.0.0.0
17,,ثم دخلت سنة ثمان وخمسين ومائة,229.0.0.0.0
17,,(ذكر الخبر عما كان فيها من الأحداث),229.1.0.0.0
17,,ذكر الخبر عن توليه خالد بن برمك الموصل,229.2.0.0.0
17,,[أخبار متفرقة],229.3.0.0.0
17,,ذكر الخبر عن حبس ابن جريج وعباد بن كثير والثوري,229.4.0.0.0
17,,ذكر الخبر عن وفاه ابى جعفر المنصور,229.5.0.0.0
17,,ذكر الخبر عن صفة أبي جعفر المنصور,229.6.0.0.0
17,,ذكر الخبر عن بعض سيره,229.7.0.0.0
17,,ذكر أسماء ولده ونسائه,229.8.0.0.0
17,,ذكر الخبر عن وصاياه,229.9.0.0.0
17,,خلافة المهدي محمد بن عبد الله بن محمد بن علي بن عبد الله بن العباس,229.10.0.0.0
17,,ذكر الخبر عن صفة العقد الذي عقد للمهدي بالخلافة حين مات والده المنصور بمكة,229.11.0.0.0
17,,ثم دخلت سنة تسع وخمسين ومائة,230.0.0.0.0
17,,(ذكر ما كان فيها من الأحداث),230.1.0.0.0
17,,ذكر الخبر عن سبب تحويل المهدي الحسن بن إبراهيم من المطبق إلى نصير,230.2.0.0.0
17,,ثم دخلت سنة ستين ومائة,231.0.0.0.0
17,,(ذكر الخبر عما كان فيها من الأحداث),231.1.0.0.0
17,,ذكر خروج يوسف البرم,231.2.0.0.0
17,,ذكر خبر خلع عيسى بن موسى وبيعه موسى الهادي,231.3.0.0.0
17,,ذكر خبر رد نسب آل بكره وآل زياد,231.4.0.0.0
17,,نسخة كتاب المهدي إلى والي البصرة في رد آل زياد إلى نسبهم,231.5.0.0.0
17,,ثم دخلت سنة إحدى وستين ومائة,232.0.0.0.0
17,,(ذكر الخبر عما كان فيها من الأحداث),232.1.0.0.0
17,,ذكر السبب الذي من أجله تغيرت منزلة أبي عبيد الله عند المهدي,232.2.0.0.0
17,,ثم دخلت سنة اثنتين وستين ومائة,233.0.0.0.0
17,,(ذكر الخبر عما كان فيها من الأحداث),233.1.0.0.0
17,,خبر مقتل عبد السلام الخارجي,233.2.0.0.0
17,,ثم دخلت سنة ثلاث وستين ومائة,234.0.0.0.0
17,,(ذكر الخبر عن الأحداث ms3759 التي كانت فيها),234.1.0.0.0
17,,ذكر خبر غزو الروم,234.2.0.0.0
17,,عزل عبد الصمد بن على عن الجزيرة وتوليه زفر بن الحارث,234.3.0.0.0
17,,ثم دخلت سنة أربع وستين ومائة,235.0.0.0.0
17,,(ذكر الخبر عما كان فيها من الأحداث),235.1.0.0.0
17,,ثم دخلت سنة خمس وستين ومائة,236.0.0.0.0
17,,(ذكر الخبر عما كان فيها من الأحداث),236.1.0.0.0
17,,غزوه هارون ms3765 بن المهدى الصائفه ببلاد الروم,236.2.0.0.0
17,,ثم دخلت سنة ست وستين ومائة,237.0.0.0.0
17,,(ذكر الخبر عما كان فيها من الأحداث),237.1.0.0.0
17,,ذكر الخبر عن غضب المهدي على يعقوب,237.2.0.0.0
17,,[أخبار متفرقة],237.3.0.0.0
17,,ثم دخلت سنة سبع وستين ومائة,238.0.0.0.0
17,,(ذكر الأحداث التي كانت فيها),238.1.0.0.0
17,,ثم دخلت سنة ثمان وستين ومائة,239.0.0.0.0
17,,(ذكر الخبر عما كان فيها من الأحداث),239.1.0.0.0
17,,ثم دخلت سنة تسع وستين ومائة,240.0.0.0.0
17,,ذكر الخبر عن الأحداث التي كانت فيها,240.1.0.0.0
17,,ذكر الخبر عن خروج المهدى الى ماسبذان,240.2.0.0.0
17,,ذكر الخبر عن موت المهدي,240.3.0.0.0
17,,ذكر الخبر عن الموضع الذي دفن فيه ومن صلى عليه,240.4.0.0.0
17,,ذكر بعض سير المهدي وأخباره,240.5.0.0.0
17,,خلافة الهادي,240.6.0.0.0
17,,ذكر بقية الخبر عن الأحداث التي كانت سنه تسع وستين ومائه,240.7.0.0.0
17,,خروج الحسين بن على بن ms3797 الحسن بفخ,240.8.0.0.0
17,,ثم دخلت سنة سبعين ومائة,241.0.0.0.0
17,,(ذكر الخبر عما كان فيها من الأحداث),241.1.0.0.0
17,,ذكر الخبر عن وفاه موسى الهادي,241.2.0.0.0
17,,ذكر الخبر عما كان من خلع الهادي للرشيد,241.3.0.0.0
17,,ذكر الخبر عن وقت وفاته ومبلغ سنه وقدر ولايته ومن صلى عليه,241.4.0.0.0
17,,ذكر أولاده,241.5.0.0.0
17,,ذكر بعض أخباره وسيره,241.6.0.0.0
17,,خلافة هارون الرشيد,241.7.0.0.0
17,,ثم دخلت سنة إحدى وسبعين ومائة,242.0.0.0.0
17,,(ذكر الخبر عما كان فيها من الأحداث),242.1.0.0.0
17,,ثم دخلت سنة اثنتين وسبعين ومائة,243.0.0.0.0
17,,(ذكر الخبر عما كان فيها من الأحداث),243.1.0.0.0
17,,ثم دخلت سنة ثلاث وسبعين ومائة,244.0.0.0.0
17,,(ذكر الخبر عما كان فيها من الأحداث),244.1.0.0.0
17,,ذكر خبر وفاه محمد بن سليمان,244.2.0.0.0
17,,ذكر وفاه الخيزران أم الهادي والرشيد,244.3.0.0.0
17,,ثم دخلت سنة أربع وسبعين ومائة,245.0.0.0.0
17,,(ذكر الخبر عما كان فيها من الأحداث),245.1.0.0.0
17,,ثم دخلت سنة خمس وسبعين ومائة,246.0.0.0.0
17,,(ذكر الخبر عما كان فيها من الأحداث),246.1.0.0.0
17,,ذكر الخبر عن البيعه للامين,246.2.0.0.0
17,,ذكر الخبر عن سبب بيعة الرشيد له:,246.3.0.0.0
18,سنة 176 - سنة 200 من الهجرة,ثم دخلت سنة ست وسبعين ومائة,247.0.0.0.0
18,,(ذكر الخبر عما كان فيها من الأحداث),247.1.0.0.0
18,,ذكر الخبر عن مخرج يحيى بن عبد الله وما كان من ms3839 أمره,247.2.0.0.0
18,,ذكر الفتنة بين اليمانيه والنزارية,247.3.0.0.0
18,,ذكر الخبر عن سبب توليه الرشيد جعفر مصر وتوليه جعفر عمر بن مهران إياها,247.4.0.0.0
18,,ثم دخلت سنة سبع وسبعين ومائة,248.0.0.0.0
18,,(ذكر الخبر عما كان فيها من الأحداث),248.1.0.0.0
18,,ثم دخلت سنة ثمان وسبعين ومائة,249.0.0.0.0
18,,(ذكر الخبر عما كان فيها من الأحداث),249.1.0.0.0
18,,ولايه الفضل بن يحيى على خراسان وسيرته بها,249.2.0.0.0
18,,ثم دخلت سنة تسع وسبعين ومائة,250.0.0.0.0
18,,(ذكر الخبر عما كان فيها من الأحداث),250.1.0.0.0
18,,ثم دخلت سنة ثمانين ومائة,251.0.0.0.0
18,,(ذكر الخبر عما كان فيها من الأحداث),251.1.0.0.0
18,,ذكر الخبر عن العصبية التي هاجت بالشام,251.2.0.0.0
18,,ثم دخلت سنة إحدى وثمانين ومائة,252.0.0.0.0
18,,(ذكر الخبر عما كان فيها من الأحداث),252.1.0.0.0
18,,ثم دخلت سنة اثنتين وثمانين ومائة,253.0.0.0.0
18,,(ذكر الخبر عما كان فيها من الأحداث),253.1.0.0.0
18,,ثم دخلت سنة ثلاث وثمانين ومائة,254.0.0.0.0
18,,(ذكر الخبر عن الأحداث التي كانت فيها),254.1.0.0.0
18,,ثم دخلت سنة أربع وثمانين ms3861 ومائة,255.0.0.0.0
18,,(ذكر الخبر عما كان فيها من الأحداث),255.1.0.0.0
18,,ثم دخلت سنة خمس وثمانين ومائة,256.0.0.0.0
18,,(ذكر الخبر عما كان فيها من الأحداث),256.1.0.0.0
18,,ثم دخلت سنة ست وثمانين ومائة,257.0.0.0.0
18,,(ذكر الخبر عما كان فيها من الأحداث),257.1.0.0.0
18,,ذكر حج الرشيد ثم كتابته العهد لابنائه,257.2.0.0.0
18,,نسخة الشرط الذي كتب عبد الله ابن أمير المؤمنين بخط يده في الكعبة,257.3.0.0.0
18,,نسخة كتاب هارون بن محمد الرشيد إلى العمال,257.4.0.0.0
18,,ثم دخلت سنة ms3873 سبع وثمانين ومائة,258.0.0.0.0
18,,(ذكر الخبر عما كان فيها من الأحداث),258.1.0.0.0
18,,ذكر الخبر عن إيقاع الرشيد بالبرامكة,258.2.0.0.0
18,,ذكر الخبر عن مقتل جعفر,258.3.0.0.0
18,,ما قيل في البرامكه من الشعر بعد زوال امرهم,258.4.0.0.0
18,,ذكر الخبر عن غضب الرشيد على عبد الملك بن صالح,258.5.0.0.0
18,,ذكر الخبر عن دخول القاسم بن الرشيد ارض ms3891 الروم,258.6.0.0.0
18,,ذكر الخبر عن نقض الروم الصلح,258.7.0.0.0
18,,خبر مقتل ابراهيم بن عثمان بن نهيك,258.8.0.0.0
18,,ثم دخلت سنة ثمان وثمانين ومائة,259.0.0.0.0
18,,(ذكر الخبر عما كان فيها من الأحداث),259.1.0.0.0
18,,ذكر خبر غزو ابراهيم بن جبريل الصائفه,259.2.0.0.0
18,,ثم دخلت سنة تسع وثمانين ومائة,260.0.0.0.0
18,,(ذكر الخبر عما كان فيها من الأحداث),260.1.0.0.0
18,,ذكر خبر شخوص الرشيد الى الري,260.2.0.0.0
18,,ثم دخلت سنة تسعين ومائة,261.0.0.0.0
18,,(ذكر الخبر عما كان فيها من الأحداث),261.1.0.0.0
18,,ذكر خبر ظهور خلاف رافع بن ليث,261.2.0.0.0
18,,فتح الرشيد هرقله,261.3.0.0.0
18,,ثم دخلت سنة إحدى وتسعين ومائة,262.0.0.0.0
18,,(ذكر الخبر عما كان فيها من الأحداث),262.1.0.0.0
18,,ذكر الخبر عن سبب عزل الرشيد علي بن عيسى وسخطه عليه,262.2.0.0.0
18,,خبر شخوص هرثمة بن أعين إلى خراسان واليا عليها,262.3.0.0.0
18,,كتاب هرثمة الى الرشيد في امر على بن عيسى,262.4.0.0.0
18,,الجواب من الرشيد,262.5.0.0.0
18,,ثم دخلت سنة اثنتين وتسعين ومائة,263.0.0.0.0
18,,(ذكر الخبر عما كان فيها من الأحداث),263.1.0.0.0
18,,ذكر الخبر عن مسير الرشيد الى خراسان,263.2.0.0.0
18,,ثم دخلت سنه ثلاث وتسعين ومائة,264.0.0.0.0
18,,(ذكر الخبر عما كان فيها من الأحداث),264.1.0.0.0
18,,ذكر الخبر عن وفاه الفضل بن يحيى,264.2.0.0.0
18,,ذكر الخبر عن مقام الرشيد بطوس,264.3.0.0.0
18,,ذكر الخبر عن موت الرشيد,264.4.0.0.0
18,,ذكر ولاة الأمصار في أيام هارون الرشيد,264.5.0.0.0
18,,ذكر بعض سير الرشيد,264.6.0.0.0
18,,ذكر من كان عند الرشيد من النساء المهائر,264.7.0.0.0
18,,ذكر ولد الرشيد,264.8.0.0.0
18,,بقية ذكر بعض سير الرشيد,264.9.0.0.0
18,,خلافة الأمين,264.10.0.0.0
18,,ذكر الخبر عن بدء الخلاف بين الامين والمأمون,264.11.0.0.0
18,,ثم دخلت سنة أربع وتسعين ومائة,265.0.0.0.0
18,,(ذكر الخبر عما كان فيها من الأحداث),265.1.0.0.0
18,,ذكر تفاقم الخلاف بين الامين والمأمون,265.2.0.0.0
18,,[أخبار متفرقة],265.3.0.0.0
18,,ثم دخلت سنة خمس وتسعين ومائة,266.0.0.0.0
18,,(ذكر الخبر عما كان فيها من الأحداث),266.1.0.0.0
18,,النهى عن الدعاء للمأمون على المنابر,266.2.0.0.0
18,,عقد الإمرة لعلى بن عيسى,266.3.0.0.0
18,,شخوص على بن عيسى الى حرب المأمون,266.4.0.0.0
18,,توجيه الامين عبد الرحمن بن جبله لحرب طاهر,266.5.0.0.0
18,,تسميه طاهر بن الحسين ذا اليمينين,266.6.0.0.0
18,,ظهور السفياني بالشام,266.7.0.0.0
18,,طرد طاهر عمال الامين عن قزوين وكور الجبال,266.8.0.0.0
18,,ذكر قتل عبد الرحمن بن جبله الابناوى,266.9.0.0.0
18,,ثم دخلت سنة ست وتسعين ومائة,267.0.0.0.0
18,,(ذكر الخبر عما كان فيها من الأحداث),267.1.0.0.0
18,,ذكر توجيه الامين الجيوش لحرب طاهر بن الحسين,267.2.0.0.0
18,,ذكر رفع منزله الفضل بن سهل عند المأمون,267.3.0.0.0
18,,ذكر خبر ولايه عبد الملك بن صالح على الشام,267.4.0.0.0
18,,ذكر خلع الامين والمبايعة للمأمون,267.5.0.0.0
18,,ذكر الخبر عن مقتل محمد بن يزيد المهلبي ودخول طاهر إلى الأهواز,267.6.0.0.0
18,,ذكر خبر استيلاء طاهر على المدائن ونزوله بصرصر,267.7.0.0.0
18,,ذكر خبر خلع داود بن عيسى الامين,267.8.0.0.0
18,,ذكر خبر شغب الجند على طاهر بن الحسين,267.9.0.0.0
18,,ثم دخلت سنة سبع وتسعين ومائة,268.0.0.0.0
18,,(ذكر الخبر عما كان فيها من الأحداث),268.1.0.0.0
18,,ذكر خبر حصار الامين ببغداد,268.2.0.0.0
18,,ذكر خبر وقعه قصر صالح,268.3.0.0.0
18,,ذكر خبر منع طاهر الملاحين من ادخال شيء الى بغداد,268.4.0.0.0
18,,ذكر الخبر عما كان منه ومن أصحاب محمد المخلوع في ذلك,268.5.0.0.0
18,,ذكر خبر وقعه الكناسة,268.6.0.0.0
18,,ذكر خبر وقعه درب الحجاره,268.7.0.0.0
18,,ذكر خبر وقعه باب الشماسيه,268.8.0.0.0
18,,ثم دخلت سنة ثمان وتسعين ومائة,269.0.0.0.0
18,,(ذكر الخبر عما كان فيها من الأحداث),269.1.0.0.0
18,,ذكر خبر استيلاء طاهر على بغداد,269.2.0.0.0
18,,ذكر الخبر عن قتل الامين,269.3.0.0.0
18,,وثوب الجند بطاهر بن الحسين بعد مقتل الامين,269.4.0.0.0
18,,ذكر الخبر عن صفه محمد ابن هارون وكنيته وقدر ما ولي ومبلغ عمره,269.5.0.0.0
18,,ذكر ما قيل في محمد بن هارون ومرثيته,269.6.0.0.0
18,,ذكر الخبر عن بعض سير المخلوع محمد بن هارون,269.7.0.0.0
18,,خلافة المأمون عبد الله بن هارون,269.8.0.0.0
18,,ثم دخلت سنة تسع وتسعين ومائة,270.0.0.0.0
18,,ذكر الخبر عما كان فيها من الأحداث المشهورة,270.1.0.0.0
18,,ذكر الخبر عن سبب خروج محمد بن إبراهيم بن طباطبا,270.2.0.0.0
18,,ذكر الوقعة بين أهل الكوفة وزهير بن المسيب,270.3.0.0.0
18,,ثم دخلت سنة مائتين,271.0.0.0.0
18,,(ذكر الخبر عما كان فيها من الأحداث),271.1.0.0.0
18,,ذكر الخبر عن هرب ابى السرايا وما آل اليه امره,271.2.0.0.0
18,,ذكر الخبر عن خروج ابراهيم بن موسى باليمن,271.3.0.0.0
18,,ذكر ما فعله الحسين بن الحسن الافطس بمكة,271.4.0.0.0
18,,ذكر الخبر عن امر ابراهيم والعقيلي الذي ذكرنا أمره,271.5.0.0.0
18,,ذكر الخبر عن شخوص هرثمة إلى المأمون وما آل إليه أمره في مسيره ذلك,271.6.0.0.0
18,,ذكر الخبر عن وثوب الحربية ببغداد,271.7.0.0.0
19,سنة 201 - سنة 225 من الهجرة,ثم دخلت سنة إحدى ومائتين,272.0.0.0.0
19,,(ذكر الخبر عما كان فيها من الأحداث),272.1.0.0.0
19,,ولايه منصور بن المهدى ببغداد,272.2.0.0.0
19,,ذكر خبر خروج المطوعة للنكير على الفساق,272.3.0.0.0
19,,ذكر خبر البيعه لعلى بن موسى بولاية العهد,272.4.0.0.0
19,,ذكر الدعوة لمبايعه ابراهيم بن المهدى وخلع المأمون,272.5.0.0.0
19,,ثم دخلت سنة اثنتين ومائتين,273.0.0.0.0
19,,(ذكر الخبر عما كان فيها من الأحداث),273.1.0.0.0
19,,ذكر الخبر بيعه ابراهيم بن المهدى,273.2.0.0.0
19,,خبر تحكيم مهدى بن علوان الحروري,273.3.0.0.0
19,,ذكر الخبر عن تبييض أخي أبي السرايا وظهوره بالكوفة,273.4.0.0.0
19,,ظفر إبراهيم بن المهدي بسهل بن سلامة المطوعى,273.5.0.0.0
19,,ذكر خبر شخوص المأمون الى العراق,273.6.0.0.0
19,,ثم دخلت سنة ثلاث ومائتين,274.0.0.0.0
19,,(ذكر الخبر عما كان فيها من الأحداث),274.1.0.0.0
19,,موت على بن موسى الرضى,274.2.0.0.0
19,,ذكر الخبر عن سبب وفاته:,274.3.0.0.0
19,,خبر حبس إبراهيم بن المهدي عيسى بن محمد بن ابى خالد,274.4.0.0.0
19,,ذكر خبر خلع اهل بغداد ابراهيم بن المهدى,274.5.0.0.0
19,,ذكر خبر اختفاء ابراهيم بن المهدى,274.6.0.0.0
19,,ثم دخلت سنة أربع ومائتين,275.0.0.0.0
19,,(ذكر الأحداث التي كانت فيها),275.1.0.0.0
