Superheading Number,Superheading title ,Headings under superheading NEW,Heading UI NEW
16,, ذكر قتال منصور بن جمهور,8.31.5.0
16,, ثم دخلت سنة خمس وثلاثين ومائة,8.32.0.0
16,, (ذكر ما كان فيها من الأحداث),8.32.1.0
16,, ذكر خبر خروج زياد بن صالح,8.32.2.0
16,, ثم دخلت سنة ست وثلاثين ومائة,8.33.0.0
16,, (ذكر الخبر عما كان فيها من الأحداث),8.33.1.0
16,, ذكر قدوم ابى مسلم على ابى العباس,8.33.2.0
16,, حج ابى جعفر المنصور وابى مسلم,8.33.3.0
16,, ذكر الخبر عن موت ابى العباس السفاح,8.33.4.0
16,, خلافة أبي جعفر المنصور وهو عبد الله بن محمد,8.33.5.0
16,, ثم دخلت سنة سبع وثلاثين ومائة,8.34.0.0
16,, (ذكر الخبر عما كان في هذه السنة من الاحداث),8.34.1.0
16,, ذكر خبر خروج عبد الله بن على وهزيمته,8.34.2.0
16,, ذكر خبر قتل ابى مسلم الخراسانى,8.34.3.0
16,, ذكر خروج سنباذ للطلب بدم ابى مسلم ثم قتله,8.34.4.0
16,, خروج ملبد بن حرمله الشيبانى,8.34.5.0
16,, ثم دخلت سنة ثمان وثلاثين ومائة,8.35.0.0
16,, (ذكر ما كان فيها من الأحداث),8.35.1.0
16,, ذكر خلع جهور بن مرار المنصور,8.35.2.0
16,, ذكر خبر قتل ملبد الخارجي,8.35.3.0
16,, ثم دخلت سنة تسع وثلاثين ومائة,8.36.0.0
16,, (ذكر الخبر عما كان فيها من الأحداث),8.36.1.0
16,, ذكر خبر حبس عبد الله بن على,8.36.2.0
16,, ثم دخلت سنة أربعين ومائة,8.37.0.0
16,, ذكر ما كان فيها من الأحداث,8.37.1.0
16,, ذكر هلاك ابى داود عامل خراسان وولايه عبد الجبار,8.37.2.0
16,, ثم دخلت سنة إحدى وأربعين ومائة,8.38.0.0
16,, (ذكر الخبر عما كان فيها من الأحداث),8.38.1.0
16,, ذكر الخبر عن خروج الراونديه ms3507,8.38.2.0
16,, ذكر خلع عبد الجبار بخراسان ومسير المهدى اليه,8.38.3.0
16,, ثم دخلت سنة اثنتين وأربعين ومائة,8.39.0.0
16,, (ذكر الخبر عما كان فيها من الأحداث),8.39.1.0
16,, ذكر خلع عيينة بن موسى بن كعب بالسند,8.39.2.0
16,, ذكر خبر نكث اصبهبذ طبرستان العهد,8.39.3.0
16,, ثم دخلت سنة ثلاث وأربعين ومائة,8.40.0.0
16,, (ذكر الخبر عما كان فيها من الأحداث),8.40.1.0
16,, غزو الديلم,8.40.2.0
16,, عزل الهيثم بن معاوية عن مكة والطائف,8.40.3.0
16,, عزل حميد بن قحطبه عن مصر,8.40.4.0
16,, ثم دخلت سنة أربع وأربعين ومائة,8.41.0.0
16,, (ذكر الخبر عما كان فيها من الأحداث),8.41.1.0
16,, ولايه رياح بن عثمان على المدينة وامر ابنى عبد الله بن حسن,8.41.2.0
16,, ذكر حمل ولد حسن بن حسن الى العراق,8.41.3.0
16,, ذكر بقية الخبر عن الأحداث التي كانت في سنة أربع وأربعين ومائة,8.41.4.0
16,, ذكر الخبر عن سبب حمله إياهم إلى العراق:,8.41.5.0
16,, ثم دخلت سنة خمس وأربعين ومائة,8.42.0.0
16,, (ذكر الخبر عما كان فيها من الأحداث),8.42.1.0
16,, ذكر الخبر عن مخرج محمد بن عبد الله ومقتله,8.42.2.0
16,, ذكر الخبر عن وثوب السودان بالمدينة في هذه السنة والسبب الذي هيج ذلك,8.42.3.0
16,, ذكر الخبر عن بناء مدينه ms3606 بغداد,8.42.4.0
16,, ذكر الخبر عن ظهور ابراهيم بن محمد ومقتله,8.42.5.0
16,, ثم دخلت سنة ست وأربعين ومائة,8.43.0.0
16,, (ذكر الخبر عما كان فيها من الأحداث),8.43.1.0
16,, خبر استتمام بناء بغداد وتحول ابى جعفر إليها,8.43.2.0
16,, ذكر الخبر عن عزل مسلم بن قتيبة عن البصره,8.43.3.0
16,, الجزء الثامن,9.0.0.0
16,, ثم دخلت سنة سبع وأربعين ومائة,9.1.0.0
16,, (ذكر الأخبار عن الأحداث التي كانت فيها),9.1.1.0
16,, ذكر الخبر عن مهلك عبد الله بن على بن عباس,9.1.2.0
16,, ذكر خبر البيعه للمهدي وخلع عيسى بن موسى,9.1.3.0
16,, ثم دخلت سنة ثمان وأربعين ومائة,9.2.0.0
16,, ذكر الخبر عما كان فيها من الأحداث,9.2.1.0
16,, ثم دخلت سنة تسع وأربعين ومائة,9.3.0.0
16,, (ذكر الخبر عما كان فيها من الأحداث),9.3.1.0
17,سنة 151 - سنة 175 من الهجرة, ثم دخلت سنة خمسين ومائة,9.4.0.0
17,, (ذكر الخبر عما كان فيها من الأحداث),9.4.1.0
17,, ذكر خروج استاذسيس,9.4.2.0
17,, ثم دخلت سنة إحدى وخمسين ومائة,9.5.0.0
17,, (ذكر الخبر عن الأحداث التي كانت فيها),9.5.1.0
17,, ذكر الخبر عن سبب عزل المنصور عمر بن حفص عن السند وتوليته إياه إفريقيه واستعماله على السند هشام بن عمرو,9.5.2.0
17,, ذكر خبر بناء المنصور الرصافه,9.5.3.0
17,, امر عقبه بن سلم,9.5.4.0
17,, ثم دخلت سنة اثنتين وخمسين ومائة,9.6.0.0
17,, (ذكر الخبر عن الأحداث التي كانت فيها),9.6.1.0
17,, ثم دخلت سنة ثلاث وخمسين ومائة,9.7.0.0
17,, (ذكر الخبر عما كان فيها من الأحداث),9.7.1.0
17,, ثم دخلت سنة أربع وخمسين ومائة,9.8.0.0
17,, (ذكر الخبر عما كان فيها من الأحداث),9.8.1.0
17,, ثم دخلت سنة خمس وخمسين ومائة,9.9.0.0
17,, (ذكر الخبر عن الأحداث التي كانت فيها),9.9.1.0
17,, ثم دخلت سنة ست وخمسين ومائة,9.10.0.0
17,, (ذكر الخبر عن الأحداث التي كانت فيها),9.10.1.0
17,, ذكر الخبر عن مقتل عمرو بن شداد,9.10.2.0
17,, ثم دخلت سنة سبع وخمسين ومائة,9.11.0.0
17,, (ذكر الخبر عما كان فيها من الأحداث),9.11.1.0
17,, ثم دخلت سنة ثمان وخمسين ومائة,9.12.0.0
17,, (ذكر الخبر عما كان فيها من الأحداث),9.12.1.0
17,, ذكر الخبر عن توليه خالد بن برمك الموصل,9.12.2.0
17,, [أخبار متفرقة],9.12.3.0
17,, ذكر الخبر عن حبس ابن جريج وعباد بن كثير والثوري,9.12.4.0
17,, ذكر الخبر عن وفاه ابى جعفر المنصور,9.12.5.0
17,, ذكر الخبر عن صفة أبي جعفر المنصور,9.12.6.0
17,, ذكر الخبر عن بعض سيره,9.12.7.0
17,, ذكر أسماء ولده ونسائه,9.12.8.0
17,, ذكر الخبر عن وصاياه,9.12.9.0
17,, خلافة المهدي محمد بن عبد الله بن محمد بن علي بن عبد الله بن العباس,9.12.10.0
17,, ذكر الخبر عن صفة العقد الذي عقد للمهدي بالخلافة حين مات والده المنصور بمكة,9.12.11.0
17,, ثم دخلت سنة تسع وخمسين ومائة,9.13.0.0
17,, (ذكر ما كان فيها من الأحداث),9.13.1.0
17,, ذكر الخبر عن سبب تحويل المهدي الحسن بن إبراهيم من المطبق إلى نصير,9.13.2.0
17,, ثم دخلت سنة ستين ومائة,9.14.0.0
17,, (ذكر الخبر عما كان فيها من الأحداث),9.14.1.0
17,, ذكر خروج يوسف البرم,9.14.2.0
17,, ذكر خبر خلع عيسى بن موسى وبيعه موسى الهادي,9.14.3.0
17,, ذكر خبر رد نسب آل بكره وآل زياد,9.14.4.0
17,, نسخة كتاب المهدي إلى والي البصرة في رد آل زياد إلى نسبهم,9.14.5.0
17,, ثم دخلت سنة إحدى وستين ومائة,9.15.0.0
17,, (ذكر الخبر عما كان فيها من الأحداث),9.15.1.0
17,, ذكر السبب الذي من أجله تغيرت منزلة أبي عبيد الله عند المهدي,9.15.2.0
17,, ثم دخلت سنة اثنتين وستين ومائة,9.16.0.0
17,, (ذكر الخبر عما كان فيها من الأحداث),9.16.1.0
17,, خبر مقتل عبد السلام الخارجي,9.16.2.0
17,, ثم دخلت سنة ثلاث وستين ومائة,9.17.0.0
17,, (ذكر الخبر عن الأحداث ms3759 التي كانت فيها),9.17.1.0
17,, ذكر خبر غزو الروم,9.17.2.0
17,, عزل عبد الصمد بن على عن الجزيرة وتوليه زفر بن الحارث,9.17.3.0
17,, ثم دخلت سنة أربع وستين ومائة,9.18.0.0
17,, (ذكر الخبر عما كان فيها من الأحداث),9.18.1.0
17,, ثم دخلت سنة خمس وستين ومائة,9.19.0.0
17,, (ذكر الخبر عما كان فيها من الأحداث),9.19.1.0
17,, غزوه هارون ms3765 بن المهدى الصائفه ببلاد الروم,9.19.2.0
17,, ثم دخلت سنة ست وستين ومائة,9.20.0.0
17,, (ذكر الخبر عما كان فيها من الأحداث),9.20.1.0
17,, ذكر الخبر عن غضب المهدي على يعقوب,9.20.2.0
17,, [أخبار متفرقة],9.20.3.0
17,, ثم دخلت سنة سبع وستين ومائة,9.21.0.0
17,, (ذكر الأحداث التي كانت فيها),9.21.1.0
17,, ثم دخلت سنة ثمان وستين ومائة,9.22.0.0
17,, (ذكر الخبر عما كان فيها من الأحداث),9.22.1.0
17,, ثم دخلت سنة تسع وستين ومائة,9.23.0.0
17,, ذكر الخبر عن الأحداث التي كانت فيها,9.23.1.0
17,, ذكر الخبر عن خروج المهدى الى ماسبذان,9.23.2.0
17,, ذكر الخبر عن موت المهدي,9.23.3.0
17,, ذكر الخبر عن الموضع الذي دفن فيه ومن صلى عليه,9.23.4.0
17,, ذكر بعض سير المهدي وأخباره,9.23.5.0
17,, خلافة الهادي,9.23.6.0
17,, ذكر بقية الخبر عن الأحداث التي كانت سنه تسع وستين ومائه,9.23.7.0
17,, خروج الحسين بن على بن ms3797 الحسن بفخ,9.23.8.0
17,, ثم دخلت سنة سبعين ومائة,9.24.0.0
17,, (ذكر الخبر عما كان فيها من الأحداث),9.24.1.0
17,, ذكر الخبر عن وفاه موسى الهادي,9.24.2.0
17,, ذكر الخبر عما كان من خلع الهادي للرشيد,9.24.3.0
17,, ذكر الخبر عن وقت وفاته ومبلغ سنه وقدر ولايته ومن صلى عليه,9.24.4.0
17,, ذكر أولاده,9.24.5.0
17,, ذكر بعض أخباره وسيره,9.24.6.0
17,, خلافة هارون الرشيد,9.24.7.0
17,, ثم دخلت سنة إحدى وسبعين ومائة,9.25.0.0
17,, (ذكر الخبر عما كان فيها من الأحداث),9.25.1.0
17,, ثم دخلت سنة اثنتين وسبعين ومائة,9.26.0.0
17,, (ذكر الخبر عما كان فيها من الأحداث),9.26.1.0
17,, ثم دخلت سنة ثلاث وسبعين ومائة,9.27.0.0
17,, (ذكر الخبر عما كان فيها من الأحداث),9.27.1.0
17,, ذكر خبر وفاه محمد بن سليمان,9.27.2.0
17,, ذكر وفاه الخيزران أم الهادي والرشيد,9.27.3.0
17,, ثم دخلت سنة أربع وسبعين ومائة,9.28.0.0
17,, (ذكر الخبر عما كان فيها من الأحداث),9.28.1.0
17,, ثم دخلت سنة خمس وسبعين ومائة,9.29.0.0
18,سنة 176 - سنة 200 من الهجرة, (ذكر الخبر عما كان فيها من الأحداث),9.29.1.0
18,, ذكر الخبر عن البيعه للامين,9.29.2.0
18,, ذكر الخبر عن سبب بيعة الرشيد له:,9.29.3.0
18,, ثم دخلت سنة ست وسبعين ومائة,9.30.0.0
18,, (ذكر الخبر عما كان فيها من الأحداث),9.30.1.0
18,, ذكر الخبر عن مخرج يحيى بن عبد الله وما كان من ms3839 أمره,9.30.2.0
18,, ذكر الفتنة بين اليمانيه والنزارية,9.30.3.0
18,, ذكر الخبر عن سبب توليه الرشيد جعفر مصر وتوليه جعفر عمر بن مهران إياها,9.30.4.0
18,, ثم دخلت سنة سبع وسبعين ومائة,9.31.0.0
18,, (ذكر الخبر عما كان فيها من الأحداث),9.31.1.0
18,, ثم دخلت سنة ثمان وسبعين ومائة,9.32.0.0
18,, (ذكر الخبر عما كان فيها من الأحداث),9.32.1.0
18,, ولايه الفضل بن يحيى على خراسان وسيرته بها,9.32.2.0
18,, ثم دخلت سنة تسع وسبعين ومائة,9.33.0.0
18,, (ذكر الخبر عما كان فيها من الأحداث),9.33.1.0
18,, ثم دخلت سنة ثمانين ومائة,9.34.0.0
18,, (ذكر الخبر عما كان فيها من الأحداث),9.34.1.0
18,, ذكر الخبر عن العصبية التي هاجت بالشام,9.34.2.0
18,, ثم دخلت سنة إحدى وثمانين ومائة,9.35.0.0
18,, (ذكر الخبر عما كان فيها من الأحداث),9.35.1.0
18,, ثم دخلت سنة اثنتين وثمانين ومائة,9.36.0.0
18,, (ذكر الخبر عما كان فيها من الأحداث),9.36.1.0
18,, ثم دخلت سنة ثلاث وثمانين ومائة,9.37.0.0
18,, (ذكر الخبر عن الأحداث التي كانت فيها),9.37.1.0
18,, ثم دخلت سنة أربع وثمانين ms3861 ومائة,9.38.0.0
18,, (ذكر الخبر عما كان فيها من الأحداث),9.38.1.0
18,, ثم دخلت سنة خمس وثمانين ومائة,9.39.0.0
18,, (ذكر الخبر عما كان فيها من الأحداث),9.39.1.0
18,, ثم دخلت سنة ست وثمانين ومائة,9.40.0.0
18,, (ذكر الخبر عما كان فيها من الأحداث),9.40.1.0
18,, ذكر حج الرشيد ثم كتابته العهد لابنائه,9.40.2.0
18,, نسخة الشرط الذي كتب عبد الله ابن أمير المؤمنين بخط يده في الكعبة,9.40.3.0
18,, نسخة كتاب هارون بن محمد الرشيد إلى العمال,9.40.4.0
18,, ثم دخلت سنة ms3873 سبع وثمانين ومائة,9.41.0.0
18,, (ذكر الخبر عما كان فيها من الأحداث),9.41.1.0
18,, ذكر الخبر عن إيقاع الرشيد بالبرامكة,9.41.2.0
18,, ذكر الخبر عن مقتل جعفر,9.41.3.0
18,, ما قيل في البرامكه من الشعر بعد زوال امرهم,9.41.4.0
18,, ذكر الخبر عن غضب الرشيد على عبد الملك بن صالح,9.41.5.0
18,, ذكر الخبر عن دخول القاسم بن الرشيد ارض ms3891 الروم,9.41.6.0
18,, ذكر الخبر عن نقض الروم الصلح,9.41.7.0
18,, خبر مقتل ابراهيم بن عثمان بن نهيك,9.41.8.0
18,, ثم دخلت سنة ثمان وثمانين ومائة,9.42.0.0
18,, (ذكر الخبر عما كان فيها من الأحداث),9.42.1.0
18,, ذكر خبر غزو ابراهيم بن جبريل الصائفه,9.42.2.0
18,, ثم دخلت سنة تسع وثمانين ومائة,9.43.0.0
18,, (ذكر الخبر عما كان فيها من الأحداث),9.43.1.0
18,, ذكر خبر شخوص الرشيد الى الري,9.43.2.0
18,, ثم دخلت سنة تسعين ومائة,9.44.0.0
18,, (ذكر الخبر عما كان فيها من الأحداث),9.44.1.0
18,, ذكر خبر ظهور خلاف رافع بن ليث,9.44.2.0
18,, فتح الرشيد هرقله,9.44.3.0
18,, ثم دخلت سنة إحدى وتسعين ومائة,9.45.0.0
18,, (ذكر الخبر عما كان فيها من الأحداث),9.45.1.0
18,, ذكر الخبر عن سبب عزل الرشيد علي بن عيسى وسخطه عليه,9.45.2.0
18,, خبر شخوص هرثمة بن أعين إلى خراسان واليا عليها,9.45.3.0
18,, كتاب هرثمة الى الرشيد في امر على بن عيسى,9.45.4.0
18,, الجواب من الرشيد,9.45.5.0
18,, ثم دخلت سنة اثنتين وتسعين ومائة,9.46.0.0
18,, (ذكر الخبر عما كان فيها من الأحداث),9.46.1.0
18,, ذكر الخبر عن مسير الرشيد الى خراسان,9.46.2.0
18,, ثم دخلت سنه ثلاث وتسعين ومائة,9.47.0.0
18,, (ذكر الخبر عما كان فيها من الأحداث),9.47.1.0
18,, ذكر الخبر عن وفاه الفضل بن يحيى,9.47.2.0
18,, ذكر الخبر عن مقام الرشيد بطوس,9.47.3.0
18,, ذكر الخبر عن موت الرشيد,9.47.4.0
18,, ذكر ولاة الأمصار في أيام هارون الرشيد,9.47.5.0
18,, ذكر بعض سير الرشيد,9.47.6.0
18,, ذكر من كان عند الرشيد من النساء المهائر,9.47.7.0
18,, ذكر ولد الرشيد,9.47.8.0
18,, بقية ذكر بعض سير الرشيد,9.47.9.0
18,, خلافة الأمين,9.47.10.0
18,, ذكر الخبر عن بدء الخلاف بين الامين والمأمون,9.47.11.0
18,, ثم دخلت سنة أربع وتسعين ومائة,9.48.0.0
18,, (ذكر الخبر عما كان فيها من الأحداث),9.48.1.0
18,, ذكر تفاقم الخلاف بين الامين والمأمون,9.48.2.0
18,, [أخبار متفرقة],9.48.3.0
18,, ثم دخلت سنة خمس وتسعين ومائة,9.49.0.0
18,, (ذكر الخبر عما كان فيها من الأحداث),9.49.1.0
18,, النهى عن الدعاء للمأمون على المنابر,9.49.2.0
18,, عقد الإمرة لعلى بن عيسى,9.49.3.0
18,, شخوص على بن عيسى الى حرب المأمون,9.49.4.0
18,, توجيه الامين عبد الرحمن بن جبله لحرب طاهر,9.49.5.0
18,, تسميه طاهر بن الحسين ذا اليمينين,9.49.6.0
18,, ظهور السفياني بالشام,9.49.7.0
18,, طرد طاهر عمال الامين عن قزوين وكور الجبال,9.49.8.0
18,, ذكر قتل عبد الرحمن بن جبله الابناوى,9.49.9.0
18,, ثم دخلت سنة ست وتسعين ومائة,9.50.0.0
18,, (ذكر الخبر عما كان فيها من الأحداث),9.50.1.0
18,, ذكر توجيه الامين الجيوش لحرب طاهر بن الحسين,9.50.2.0
18,, ذكر رفع منزله الفضل بن سهل عند المأمون,9.50.3.0
18,, ذكر خبر ولايه عبد الملك بن صالح على الشام,9.50.4.0
18,, ذكر خلع الامين والمبايعة للمأمون,9.50.5.0
18,, ذكر الخبر عن مقتل محمد بن يزيد المهلبي ودخول طاهر إلى الأهواز,9.50.6.0
18,, ذكر خبر استيلاء طاهر على المدائن ونزوله بصرصر,9.50.7.0
18,, ذكر خبر خلع داود بن عيسى الامين,9.50.8.0
18,, ذكر خبر شغب الجند على طاهر بن الحسين,9.50.9.0
18,, ثم دخلت سنة سبع وتسعين ومائة,9.51.0.0
18,, (ذكر الخبر عما كان فيها من الأحداث),9.51.1.0
18,, ذكر خبر حصار الامين ببغداد,9.51.2.0
18,, ذكر خبر وقعه قصر صالح,9.51.3.0
18,, ذكر خبر منع طاهر الملاحين من ادخال شيء الى بغداد,9.51.4.0
18,, ذكر الخبر عما كان منه ومن أصحاب محمد المخلوع في ذلك,9.51.5.0
18,, ذكر خبر وقعه الكناسة,9.51.6.0
18,, ذكر خبر وقعه درب الحجاره,9.51.7.0
18,, ذكر خبر وقعه باب الشماسيه,9.51.8.0
18,, ثم دخلت سنة ثمان وتسعين ومائة,9.52.0.0
18,, (ذكر الخبر عما كان فيها من الأحداث),9.52.1.0
18,, ذكر خبر استيلاء طاهر على بغداد,9.52.2.0
18,, ذكر الخبر عن قتل الامين,9.52.3.0
18,, وثوب الجند بطاهر بن الحسين بعد مقتل الامين,9.52.4.0
18,, ذكر الخبر عن صفه محمد ابن هارون وكنيته وقدر ما ولي ومبلغ عمره,9.52.5.0
18,, ذكر ما قيل في محمد بن هارون ومرثيته,9.52.6.0
18,, ذكر الخبر عن بعض سير المخلوع محمد بن هارون,9.52.7.0
18,, خلافة المأمون عبد الله بن هارون,9.52.8.0
18,, ثم دخلت سنة تسع وتسعين ومائة,9.53.0.0
18,, ذكر الخبر عما كان فيها من الأحداث المشهورة,9.53.1.0
18,, ذكر الخبر عن سبب خروج محمد بن إبراهيم بن طباطبا,9.53.2.0
18,, ذكر الوقعة بين أهل الكوفة وزهير بن المسيب,9.53.3.0
18,, ثم دخلت سنة مائتين,9.54.0.0
18,, (ذكر الخبر عما كان فيها من الأحداث),9.54.1.0
18,, ذكر الخبر عن هرب ابى السرايا وما آل اليه امره,9.54.2.0
18,, ذكر الخبر عن خروج ابراهيم بن موسى باليمن,9.54.3.0
18,, ذكر ما فعله الحسين بن الحسن الافطس بمكة,9.54.4.0
19,سنة 201 - سنة 225 من الهجرة, ذكر الخبر عن امر ابراهيم والعقيلي الذي ذكرنا أمره,9.54.5.0
19,, ذكر الخبر عن شخوص هرثمة إلى المأمون وما آل إليه أمره في مسيره ذلك,9.54.6.0
19,, ذكر الخبر عن وثوب الحربية ببغداد,9.54.7.0
19,, ثم دخلت سنة إحدى ومائتين,9.55.0.0
19,, (ذكر الخبر عما كان فيها من الأحداث),9.55.1.0
19,, ولايه منصور بن المهدى ببغداد,9.55.2.0
19,, ذكر خبر خروج المطوعة للنكير على الفساق,9.55.3.0
19,, ذكر خبر البيعه لعلى بن موسى بولاية العهد,9.55.4.0
19,, ذكر الدعوة لمبايعه ابراهيم بن المهدى وخلع المأمون,9.55.5.0
19,, ثم دخلت سنة اثنتين ومائتين,9.56.0.0
19,, (ذكر الخبر عما كان فيها من الأحداث),9.56.1.0
19,, ذكر الخبر بيعه ابراهيم بن المهدى,9.56.2.0
19,, خبر تحكيم مهدى بن علوان الحروري,9.56.3.0
19,, ذكر الخبر عن تبييض أخي أبي السرايا وظهوره بالكوفة,9.56.4.0
19,, ظفر إبراهيم بن المهدي بسهل بن سلامة المطوعى,9.56.5.0
19,, ذكر خبر شخوص المأمون الى العراق,9.56.6.0
19,, ثم دخلت سنة ثلاث ومائتين,9.57.0.0
19,, (ذكر الخبر عما كان فيها من الأحداث),9.57.1.0
19,, موت على بن موسى الرضى,9.57.2.0
19,, ذكر الخبر عن سبب وفاته:,9.57.3.0
19,, خبر حبس إبراهيم بن المهدي عيسى بن محمد بن ابى خالد,9.57.4.0
19,, ذكر خبر خلع اهل بغداد ابراهيم بن المهدى,9.57.5.0
19,, ذكر خبر اختفاء ابراهيم بن المهدى,9.57.6.0
19,, ثم دخلت سنة أربع ومائتين,9.58.0.0
19,, (ذكر الأحداث التي كانت فيها),9.58.1.0
19,, خبر قدوم المأمون الى بغداد,9.58.2.0
19,, ثم دخلت سنة خمس ومائتين,9.59.0.0
19,, (ذكر الخبر عما كان في هذه السنة من الأحداث),9.59.1.0
19,, ولايه طاهر بن الحسين خراسان,9.59.2.0
19,, ثم دخلت سنة ست ومائتين,9.60.0.0
19,, (ذكر ما كان فيها من الأحداث),9.60.1.0
19,, ولايه عبد الله بن طاهر على الرقة,9.60.2.0
19,, وصيه طاهر الى ابنه عبد الله,9.60.3.0
19,, ثم دخلت سنة سبع ومائتين,9.61.0.0
19,, (ذكر الخبر عما كان فيها من الأحداث),9.61.1.0
19,, ذكر خروج عبد الرحمن بن احمد العلوي ms4128 باليمن,9.61.2.0
19,, ذكر الخبر عن وفاه طاهر بن الحسين,9.61.3.0
19,, ثم دخلت سنة ثمان ومائتين,9.62.0.0
19,, (ذكر الخبر عما كان فيها من الأحداث),9.62.1.0
19,, ثم دخلت سنة تسع ومائتين,9.63.0.0
19,, (ذكر الخبر عما كان فيها من الأحداث),9.63.1.0
19,, خبر الظفر بنصر بن شبث,9.63.2.0
19,, ثم دخلت سنة عشر ومائتين,9.64.0.0
19,, (ذكر الخبر عما كان فيها من الأحداث),9.64.1.0
19,, ذكر الخبر عن ظفر المأمون بابن عائشة ورفقائه,9.64.2.0
19,, ذكر خبر الظفر بابراهيم بن المهدى,9.64.3.0
19,, ذكر خبر قتل ابن عائشة,9.64.4.0
19,, العفو عن ابراهيم بن المهدى,9.64.5.0
19,, ذكر الخبر عن بناء المأمون ببوران,9.64.6.0
19,, ذكر الخبر عن سبب شخوص عبد الله بن طاهر من الرقة إلى مصر وسبب خروج ابن السري إليه في الأمان,9.64.7.0
19,, ذكر الخبر عن فتح عبد الله بن طاهر الإسكندرية,9.64.8.0
19,, (ذكر الخبر عن أمره وأمرهم) :,9.64.9.0
19,, ذكر الخبر عن خروج اهل قم على السلطان,9.64.10.0
19,, ثم دخلت سنة إحدى عشرة ومائتين,9.65.0.0
19,, (ذكر الخبر عما كان فيها من الأحداث),9.65.1.0
19,, امر عبيد الله بن السرى,9.65.2.0
19,, ثم دخلت سنة اثنتي عشرة ومائتين,9.66.0.0
19,, (ذكر الخبر عما كان فيها من الأحداث),9.66.1.0
19,, ثم دخلت سنة ثلاث عشرة ومائتين,9.67.0.0
19,, ذكر الخبر عما كان فيها من الأحداث,9.67.1.0
19,, ذكر الخبر عن ولايه غسان بن عباد السند,9.67.2.0
19,, ثم دخلت سنة أربع عشرة ومائتين,9.68.0.0
19,, (ذكر الخبر عما كان فيها من الأحداث),9.68.1.0
19,, ثم دخلت سنة خمس عشرة ومائتين,9.69.0.0
19,, (ذكر الخبر عما كان فيها من الأحداث),9.69.1.0
19,, ذكر خبر شخوص المأمون لحرب الروم,9.69.2.0
19,, [أخبار متفرقة],9.69.3.0
19,, ثم دخلت سنة ست عشرة ومائتين,9.70.0.0
19,, (ذكر الخبر عما كان فيها من الأحداث),9.70.1.0
19,, عود الى ذكر غزو المأمون ارض الروم,9.70.2.0
19,, ثم دخلت سنة سبع عشرة ومائتين,9.71.0.0
19,, ذكر الخبر عما كان فيها من الأحداث,9.71.1.0
19,, ذكر الخبر عن قتل على وحسين ابنى هشام,9.71.2.0
19,, كتاب توفيل الى المأمون ورد المأمون عليه,9.71.3.0
19,, [أخبار متفرقة],9.71.4.0
19,, ثم دخلت سنه ثمان عشرة ومائتين,9.72.0.0
19,, ذكر الخبر عما كان فيها من الأحداث,9.72.1.0
19,, ذكر خبر المحنة بالقرآن,9.72.2.0
19,, كتب المأمون الى عماله ووصيته في كتبه,9.72.3.0
19,, ذكر الخبر عن وفاه المأمون,9.72.4.0
19,, ذكر الخبر عن وقت وفاته والموضع الذي دفن فيه ومن صلى عليه ومبلغ سنه وقدر مده خلافته,9.72.5.0
19,, ذكر بعض أخبار المأمون وسيره,9.72.6.0
19,, خلافة أبي إسحاق المعتصم محمد بن هارون الرشيد,9.72.7.0
19,, [أخبار متفرقة],9.72.8.0
19,, الجزء التاسع,10.0.0.0
19,, ثم دخلت سنة تسع عشرة ومائتين,10.1.0.0
19,, (ذكر الخبر عما كان فيها من الأحداث),10.1.1.0
19,, ذكر خلاف محمد بن القاسم العلوي,10.1.2.0
19,, ذكر الخبر عن محاربه الزط,10.1.3.0
19,, ثم دخلت سنة عشرين ومائتين,10.2.0.0
19,, (ذكر ما كان فيها من الاحداث),10.2.1.0
19,, ذكر ظفر عجيف بالزط,10.2.2.0
19,, ذكر خبر مسير الافشين لحرب بابك,10.2.3.0
19,, ذكر خبر وقعه الافشين مع بابك بارشق,10.2.4.0
19,, ذكر الخبر عن خروج المعتصم الى القاطول,10.2.5.0
19,, ذكر الخبر عن غضب المعتصم على الفضل بن مروان,10.2.6.0
19,, ثم دخلت سنة إحدى وعشرين ومائتين,10.3.0.0
19,, (ذكر الخبر عما كان فيها من الأحداث),10.3.1.0
19,, ذكر ms4198 الخبر عن وقعه الافشين مع بابك في هذه السنه,10.3.2.0
19,, خبر مقتل طرخان قائد بابك,10.3.3.0
19,, ثم دخلت سنة اثنتين وعشرين ومائتين,10.4.0.0
19,, ذكر الخبر عما كان فيها من الأحداث,10.4.1.0
19,, ذكر خبر الوقعه بين اصحاب الافشين وآذين قائد بابك,10.4.2.0
19,, ذكر خبر فتح البذ مدينه بابك,10.4.3.0
19,, ثم دخلت سنة ثلاث وعشرين ومائتين,10.5.0.0
19,, (ذكر الخبر عما كان فيها من الأحداث),10.5.1.0
19,, ذكر خبر قدوم الافشين ببابك على المعتصم,10.5.2.0
19,, ذكر خبر إيقاع الروم باهل زبطره,10.5.3.0
19,, ذكر الخبر عن سبب فعل صاحب الروم بالمسلمين ما فعل من ذلك:,10.5.4.0
19,, ذكر الخبر عن فتح عموريه,10.5.5.0
19,, ذكر خبر المعتصم مع العباس بن المأمون,10.5.6.0
19,, ثم دخلت سنة أربع وعشرين ومائتين,10.6.0.0
19,, (ذكر الخبر عما كان فيها من الأحداث),10.6.1.0
19,, ذكر الخبر عن مخالفه مازيار بطبرستان,10.6.2.0
