heading_text,ID_novols
خبر استتمام بناء بغداد وتحول ابى جعفر إليها,217.2.0.0.0
ذكر الخبر عن عزل مسلم بن قتيبة عن البصره,217.3.0.0.0
,
ثم دخلت سنة سبع وأربعين ومائة,218.0.0.0.0
(ذكر الأخبار عن الأحداث التي كانت فيها),218.1.0.0.0
ذكر الخبر عن مهلك عبد الله بن على بن عباس,218.2.0.0.0
ذكر خبر البيعه للمهدي وخلع عيسى بن موسى,218.3.0.0.0
ثم دخلت سنة ثمان وأربعين ومائة,219.0.0.0.0
ذكر الخبر عما كان فيها من الأحداث,219.1.0.0.0
ثم دخلت سنة تسع وأربعين ومائة,220.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),220.1.0.0.0
ثم دخلت سنة خمسين ومائة,221.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),221.1.0.0.0
ذكر خروج استاذسيس,221.2.0.0.0
ثم دخلت سنة إحدى وخمسين ومائة,222.0.0.0.0
(ذكر الخبر عن الأحداث التي كانت فيها),222.1.0.0.0
ذكر الخبر عن سبب عزل المنصور عمر بن حفص عن السند وتوليته إياه إفريقيه واستعماله على السند هشام بن عمرو,222.2.0.0.0
ذكر خبر بناء المنصور الرصافه,222.3.0.0.0
امر عقبه بن سلم,222.4.0.0.0
ثم دخلت سنة اثنتين وخمسين ومائة,223.0.0.0.0
(ذكر الخبر عن الأحداث التي كانت فيها),223.1.0.0.0
ثم دخلت سنة ثلاث وخمسين ومائة,224.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),224.1.0.0.0
ثم دخلت سنة أربع وخمسين ومائة,225.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),225.1.0.0.0
ثم دخلت سنة خمس وخمسين ومائة,226.0.0.0.0
(ذكر الخبر عن الأحداث التي كانت فيها),226.1.0.0.0
ثم دخلت سنة ست وخمسين ومائة,227.0.0.0.0
(ذكر الخبر عن الأحداث التي كانت فيها),227.1.0.0.0
ذكر الخبر عن مقتل عمرو بن شداد,227.2.0.0.0
ثم دخلت سنة سبع وخمسين ومائة,228.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),228.1.0.0.0
ثم دخلت سنة ثمان وخمسين ومائة,229.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),229.1.0.0.0
ذكر الخبر عن توليه خالد بن برمك الموصل,229.2.0.0.0
[أخبار متفرقة],229.3.0.0.0
ذكر الخبر عن حبس ابن جريج وعباد بن كثير والثوري,229.4.0.0.0
ذكر الخبر عن وفاه ابى جعفر المنصور,229.5.0.0.0
ذكر الخبر عن صفة أبي جعفر المنصور,229.6.0.0.0
ذكر الخبر عن بعض سيره,229.7.0.0.0
ذكر أسماء ولده ونسائه,229.8.0.0.0
ذكر الخبر عن وصاياه,229.9.0.0.0
خلافة المهدي محمد بن عبد الله بن محمد بن علي بن عبد الله بن العباس,229.10.0.0.0
ذكر الخبر عن صفة العقد الذي عقد للمهدي بالخلافة حين مات والده المنصور بمكة,229.11.0.0.0
ثم دخلت سنة تسع وخمسين ومائة,230.0.0.0.0
(ذكر ما كان فيها من الأحداث),230.1.0.0.0
ذكر الخبر عن سبب تحويل المهدي الحسن بن إبراهيم من المطبق إلى نصير,230.2.0.0.0
ثم دخلت سنة ستين ومائة,231.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),231.1.0.0.0
ذكر خروج يوسف البرم,231.2.0.0.0
ذكر خبر خلع عيسى بن موسى وبيعه موسى الهادي,231.3.0.0.0
ذكر خبر رد نسب آل بكره وآل زياد,231.4.0.0.0
نسخة كتاب المهدي إلى والي البصرة في رد آل زياد إلى نسبهم,231.5.0.0.0
ثم دخلت سنة إحدى وستين ومائة,232.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),232.1.0.0.0
ذكر السبب الذي من أجله تغيرت منزلة أبي عبيد الله عند المهدي,232.2.0.0.0
ثم دخلت سنة اثنتين وستين ومائة,233.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),233.1.0.0.0
خبر مقتل عبد السلام الخارجي,233.2.0.0.0
ثم دخلت سنة ثلاث وستين ومائة,234.0.0.0.0
(ذكر الخبر عن الأحداث ms3759 التي كانت فيها),234.1.0.0.0
ذكر خبر غزو الروم,234.2.0.0.0
عزل عبد الصمد بن على عن الجزيرة وتوليه زفر بن الحارث,234.3.0.0.0
ثم دخلت سنة أربع وستين ومائة,235.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),235.1.0.0.0
ثم دخلت سنة خمس وستين ومائة,236.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),236.1.0.0.0
غزوه هارون ms3765 بن المهدى الصائفه ببلاد الروم,236.2.0.0.0
ثم دخلت سنة ست وستين ومائة,237.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),237.1.0.0.0
ذكر الخبر عن غضب المهدي على يعقوب,237.2.0.0.0
[أخبار متفرقة],237.3.0.0.0
ثم دخلت سنة سبع وستين ومائة,238.0.0.0.0
(ذكر الأحداث التي كانت فيها),238.1.0.0.0
ثم دخلت سنة ثمان وستين ومائة,239.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),239.1.0.0.0
ثم دخلت سنة تسع وستين ومائة,240.0.0.0.0
ذكر الخبر عن الأحداث التي كانت فيها,240.1.0.0.0
ذكر الخبر عن خروج المهدى الى ماسبذان,240.2.0.0.0
ذكر الخبر عن موت المهدي,240.3.0.0.0
ذكر الخبر عن الموضع الذي دفن فيه ومن صلى عليه,240.4.0.0.0
ذكر بعض سير المهدي وأخباره,240.5.0.0.0
خلافة الهادي,240.6.0.0.0
ذكر بقية الخبر عن الأحداث التي كانت سنه تسع وستين ومائه,240.7.0.0.0
خروج الحسين بن على بن ms3797 الحسن بفخ,240.8.0.0.0
ثم دخلت سنة سبعين ومائة,241.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),241.1.0.0.0
ذكر الخبر عن وفاه موسى الهادي,241.2.0.0.0
ذكر الخبر عما كان من خلع الهادي للرشيد,241.3.0.0.0
ذكر الخبر عن وقت وفاته ومبلغ سنه وقدر ولايته ومن صلى عليه,241.4.0.0.0
ذكر أولاده,241.5.0.0.0
ذكر بعض أخباره وسيره,241.6.0.0.0
خلافة هارون الرشيد,241.7.0.0.0
ثم دخلت سنة إحدى وسبعين ومائة,242.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),242.1.0.0.0
ثم دخلت سنة اثنتين وسبعين ومائة,243.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),243.1.0.0.0
ثم دخلت سنة ثلاث وسبعين ومائة,244.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),244.1.0.0.0
ذكر خبر وفاه محمد بن سليمان,244.2.0.0.0
ذكر وفاه الخيزران أم الهادي والرشيد,244.3.0.0.0
ثم دخلت سنة أربع وسبعين ومائة,245.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),245.1.0.0.0
ثم دخلت سنة خمس وسبعين ومائة,246.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),246.1.0.0.0
ذكر الخبر عن البيعه للامين,246.2.0.0.0
ذكر الخبر عن سبب بيعة الرشيد له:,246.3.0.0.0
ثم دخلت سنة ست وسبعين ومائة,247.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),247.1.0.0.0
ذكر الخبر عن مخرج يحيى بن عبد الله وما كان من ms3839 أمره,247.2.0.0.0
ذكر الفتنة بين اليمانيه والنزارية,247.3.0.0.0
ذكر الخبر عن سبب توليه الرشيد جعفر مصر وتوليه جعفر عمر بن مهران إياها,247.4.0.0.0
ثم دخلت سنة سبع وسبعين ومائة,248.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),248.1.0.0.0
ثم دخلت سنة ثمان وسبعين ومائة,249.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),249.1.0.0.0
ولايه الفضل بن يحيى على خراسان وسيرته بها,249.2.0.0.0
ثم دخلت سنة تسع وسبعين ومائة,250.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),250.1.0.0.0
ثم دخلت سنة ثمانين ومائة,251.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),251.1.0.0.0
ذكر الخبر عن العصبية التي هاجت بالشام,251.2.0.0.0
ثم دخلت سنة إحدى وثمانين ومائة,252.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),252.1.0.0.0
ثم دخلت سنة اثنتين وثمانين ومائة,253.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),253.1.0.0.0
ثم دخلت سنة ثلاث وثمانين ومائة,254.0.0.0.0
(ذكر الخبر عن الأحداث التي كانت فيها),254.1.0.0.0
ثم دخلت سنة أربع وثمانين ms3861 ومائة,255.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),255.1.0.0.0
ثم دخلت سنة خمس وثمانين ومائة,256.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),256.1.0.0.0
ثم دخلت سنة ست وثمانين ومائة,257.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),257.1.0.0.0
ذكر حج الرشيد ثم كتابته العهد لابنائه,257.2.0.0.0
نسخة الشرط الذي كتب عبد الله ابن أمير المؤمنين بخط يده في الكعبة,257.3.0.0.0
نسخة كتاب هارون بن محمد الرشيد إلى العمال,257.4.0.0.0
ثم دخلت سنة ms3873 سبع وثمانين ومائة,258.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),258.1.0.0.0
ذكر الخبر عن إيقاع الرشيد بالبرامكة,258.2.0.0.0
ذكر الخبر عن مقتل جعفر,258.3.0.0.0
ما قيل في البرامكه من الشعر بعد زوال امرهم,258.4.0.0.0
ذكر الخبر عن غضب الرشيد على عبد الملك بن صالح,258.5.0.0.0
ذكر الخبر عن دخول القاسم بن الرشيد ارض ms3891 الروم,258.6.0.0.0
ذكر الخبر عن نقض الروم الصلح,258.7.0.0.0
خبر مقتل ابراهيم بن عثمان بن نهيك,258.8.0.0.0
ثم دخلت سنة ثمان وثمانين ومائة,259.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),259.1.0.0.0
ذكر خبر غزو ابراهيم بن جبريل الصائفه,259.2.0.0.0
ثم دخلت سنة تسع وثمانين ومائة,260.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),260.1.0.0.0
ذكر خبر شخوص الرشيد الى الري,260.2.0.0.0
ثم دخلت سنة تسعين ومائة,261.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),261.1.0.0.0
ذكر خبر ظهور خلاف رافع بن ليث,261.2.0.0.0
فتح الرشيد هرقله,261.3.0.0.0
ثم دخلت سنة إحدى وتسعين ومائة,262.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),262.1.0.0.0
ذكر الخبر عن سبب عزل الرشيد علي بن عيسى وسخطه عليه,262.2.0.0.0
خبر شخوص هرثمة بن أعين إلى خراسان واليا عليها,262.3.0.0.0
كتاب هرثمة الى الرشيد في امر على بن عيسى,262.4.0.0.0
الجواب من الرشيد,262.5.0.0.0
ثم دخلت سنة اثنتين وتسعين ومائة,263.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),263.1.0.0.0
ذكر الخبر عن مسير الرشيد الى خراسان,263.2.0.0.0
ثم دخلت سنه ثلاث وتسعين ومائة,264.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),264.1.0.0.0
ذكر الخبر عن وفاه الفضل بن يحيى,264.2.0.0.0
ذكر الخبر عن مقام الرشيد بطوس,264.3.0.0.0
ذكر الخبر عن موت الرشيد,264.4.0.0.0
ذكر ولاة الأمصار في أيام هارون الرشيد,264.5.0.0.0
ذكر بعض سير الرشيد,264.6.0.0.0
ذكر من كان عند الرشيد من النساء المهائر,264.7.0.0.0
ذكر ولد الرشيد,264.8.0.0.0
بقية ذكر بعض سير الرشيد,264.9.0.0.0
خلافة الأمين,264.10.0.0.0
ذكر الخبر عن بدء الخلاف بين الامين والمأمون,264.11.0.0.0
ثم دخلت سنة أربع وتسعين ومائة,265.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),265.1.0.0.0
ذكر تفاقم الخلاف بين الامين والمأمون,265.2.0.0.0
[أخبار متفرقة],265.3.0.0.0
ثم دخلت سنة خمس وتسعين ومائة,266.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),266.1.0.0.0
النهى عن الدعاء للمأمون على المنابر,266.2.0.0.0
عقد الإمرة لعلى بن عيسى,266.3.0.0.0
شخوص على بن عيسى الى حرب المأمون,266.4.0.0.0
توجيه الامين عبد الرحمن بن جبله لحرب طاهر,266.5.0.0.0
تسميه طاهر بن الحسين ذا اليمينين,266.6.0.0.0
ظهور السفياني بالشام,266.7.0.0.0
طرد طاهر عمال الامين عن قزوين وكور الجبال,266.8.0.0.0
ذكر قتل عبد الرحمن بن جبله الابناوى,266.9.0.0.0
ثم دخلت سنة ست وتسعين ومائة,267.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),267.1.0.0.0
ذكر توجيه الامين الجيوش لحرب طاهر بن الحسين,267.2.0.0.0
ذكر رفع منزله الفضل بن سهل عند المأمون,267.3.0.0.0
ذكر خبر ولايه عبد الملك بن صالح على الشام,267.4.0.0.0
ذكر خلع الامين والمبايعة للمأمون,267.5.0.0.0
ذكر الخبر عن مقتل محمد بن يزيد المهلبي ودخول طاهر إلى الأهواز,267.6.0.0.0
ذكر خبر استيلاء طاهر على المدائن ونزوله بصرصر,267.7.0.0.0
ذكر خبر خلع داود بن عيسى الامين,267.8.0.0.0
ذكر خبر شغب الجند على طاهر بن الحسين,267.9.0.0.0
ثم دخلت سنة سبع وتسعين ومائة,268.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),268.1.0.0.0
ذكر خبر حصار الامين ببغداد,268.2.0.0.0
ذكر خبر وقعه قصر صالح,268.3.0.0.0
ذكر خبر منع طاهر الملاحين من ادخال شيء الى بغداد,268.4.0.0.0
ذكر الخبر عما كان منه ومن أصحاب محمد المخلوع في ذلك,268.5.0.0.0
ذكر خبر وقعه الكناسة,268.6.0.0.0
ذكر خبر وقعه درب الحجاره,268.7.0.0.0
ذكر خبر وقعه باب الشماسيه,268.8.0.0.0
ثم دخلت سنة ثمان وتسعين ومائة,269.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),269.1.0.0.0
ذكر خبر استيلاء طاهر على بغداد,269.2.0.0.0
ذكر الخبر عن قتل الامين,269.3.0.0.0
وثوب الجند بطاهر بن الحسين بعد مقتل الامين,269.4.0.0.0
ذكر الخبر عن صفه محمد ابن هارون وكنيته وقدر ما ولي ومبلغ عمره,269.5.0.0.0
ذكر ما قيل في محمد بن هارون ومرثيته,269.6.0.0.0
ذكر الخبر عن بعض سير المخلوع محمد بن هارون,269.7.0.0.0
خلافة المأمون عبد الله بن هارون,269.8.0.0.0
ثم دخلت سنة تسع وتسعين ومائة,270.0.0.0.0
ذكر الخبر عما كان فيها من الأحداث المشهورة,270.1.0.0.0
ذكر الخبر عن سبب خروج محمد بن إبراهيم بن طباطبا,270.2.0.0.0
ذكر الوقعة بين أهل الكوفة وزهير بن المسيب,270.3.0.0.0
ثم دخلت سنة مائتين,271.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),271.1.0.0.0
ذكر الخبر عن هرب ابى السرايا وما آل اليه امره,271.2.0.0.0
ذكر الخبر عن خروج ابراهيم بن موسى باليمن,271.3.0.0.0
ذكر ما فعله الحسين بن الحسن الافطس بمكة,271.4.0.0.0
ذكر الخبر عن امر ابراهيم والعقيلي الذي ذكرنا أمره,271.5.0.0.0
ذكر الخبر عن شخوص هرثمة إلى المأمون وما آل إليه أمره في مسيره ذلك,271.6.0.0.0
ذكر الخبر عن وثوب الحربية ببغداد,271.7.0.0.0
ثم دخلت سنة إحدى ومائتين,272.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),272.1.0.0.0
ولايه منصور بن المهدى ببغداد,272.2.0.0.0
ذكر خبر خروج المطوعة للنكير على الفساق,272.3.0.0.0
ذكر خبر البيعه لعلى بن موسى بولاية العهد,272.4.0.0.0
ذكر الدعوة لمبايعه ابراهيم بن المهدى وخلع المأمون,272.5.0.0.0
ثم دخلت سنة اثنتين ومائتين,273.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),273.1.0.0.0
ذكر الخبر بيعه ابراهيم بن المهدى,273.2.0.0.0
خبر تحكيم مهدى بن علوان الحروري,273.3.0.0.0
ذكر الخبر عن تبييض أخي أبي السرايا وظهوره بالكوفة,273.4.0.0.0
ظفر إبراهيم بن المهدي بسهل بن سلامة المطوعى,273.5.0.0.0
ذكر خبر شخوص المأمون الى العراق,273.6.0.0.0
ثم دخلت سنة ثلاث ومائتين,274.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),274.1.0.0.0
موت على بن موسى الرضى,274.2.0.0.0
ذكر الخبر عن سبب وفاته:,274.3.0.0.0
خبر حبس إبراهيم بن المهدي عيسى بن محمد بن ابى خالد,274.4.0.0.0
ذكر خبر خلع اهل بغداد ابراهيم بن المهدى,274.5.0.0.0
ذكر خبر اختفاء ابراهيم بن المهدى,274.6.0.0.0
ثم دخلت سنة أربع ومائتين,275.0.0.0.0
(ذكر الأحداث التي كانت فيها),275.1.0.0.0
خبر قدوم المأمون الى بغداد,275.2.0.0.0
ثم دخلت سنة خمس ومائتين,276.0.0.0.0
(ذكر الخبر عما كان في هذه السنة من الأحداث),276.1.0.0.0
ولايه طاهر بن الحسين خراسان,276.2.0.0.0
ثم دخلت سنة ست ومائتين,277.0.0.0.0
(ذكر ما كان فيها من الأحداث),277.1.0.0.0
ولايه عبد الله بن طاهر على الرقة,277.2.0.0.0
وصيه طاهر الى ابنه عبد الله,277.3.0.0.0
ثم دخلت سنة سبع ومائتين,278.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),278.1.0.0.0
ذكر خروج عبد الرحمن بن احمد العلوي ms4128 باليمن,278.2.0.0.0
ذكر الخبر عن وفاه طاهر بن الحسين,278.3.0.0.0
ثم دخلت سنة ثمان ومائتين,279.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),279.1.0.0.0
ثم دخلت سنة تسع ومائتين,280.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),280.1.0.0.0
خبر الظفر بنصر بن شبث,280.2.0.0.0
ثم دخلت سنة عشر ومائتين,281.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),281.1.0.0.0
ذكر الخبر عن ظفر المأمون بابن عائشة ورفقائه,281.2.0.0.0
ذكر خبر الظفر بابراهيم بن المهدى,281.3.0.0.0
ذكر خبر قتل ابن عائشة,281.4.0.0.0
العفو عن ابراهيم بن المهدى,281.5.0.0.0
ذكر الخبر عن بناء المأمون ببوران,281.6.0.0.0
ذكر الخبر عن سبب شخوص عبد الله بن طاهر من الرقة إلى مصر وسبب خروج ابن السري إليه في الأمان,281.7.0.0.0
ذكر الخبر عن فتح عبد الله بن طاهر الإسكندرية,281.8.0.0.0
(ذكر الخبر عن أمره وأمرهم) :,281.9.0.0.0
ذكر الخبر عن خروج اهل قم على السلطان,281.10.0.0.0
ثم دخلت سنة إحدى عشرة ومائتين,282.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),282.1.0.0.0
امر عبيد الله بن السرى,282.2.0.0.0
ثم دخلت سنة اثنتي عشرة ومائتين,283.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),283.1.0.0.0
ثم دخلت سنة ثلاث عشرة ومائتين,284.0.0.0.0
ذكر الخبر عما كان فيها من الأحداث,284.1.0.0.0
ذكر الخبر عن ولايه غسان بن عباد السند,284.2.0.0.0
ثم دخلت سنة أربع عشرة ومائتين,285.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),285.1.0.0.0
ثم دخلت سنة خمس عشرة ومائتين,286.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),286.1.0.0.0
ذكر خبر شخوص المأمون لحرب الروم,286.2.0.0.0
[أخبار متفرقة],286.3.0.0.0
ثم دخلت سنة ست عشرة ومائتين,287.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),287.1.0.0.0
عود الى ذكر غزو المأمون ارض الروم,287.2.0.0.0
ثم دخلت سنة سبع عشرة ومائتين,288.0.0.0.0
ذكر الخبر عما كان فيها من الأحداث,288.1.0.0.0
ذكر الخبر عن قتل على وحسين ابنى هشام,288.2.0.0.0
كتاب توفيل الى المأمون ورد المأمون عليه,288.3.0.0.0
[أخبار متفرقة],288.4.0.0.0
ثم دخلت سنه ثمان عشرة ومائتين,289.0.0.0.0
ذكر الخبر عما كان فيها من الأحداث,289.1.0.0.0
ذكر خبر المحنة بالقرآن,289.2.0.0.0
كتب المأمون الى عماله ووصيته في كتبه,289.3.0.0.0
ذكر الخبر عن وفاه المأمون,289.4.0.0.0
ذكر الخبر عن وقت وفاته والموضع الذي دفن فيه ومن صلى عليه ومبلغ سنه وقدر مده خلافته,289.5.0.0.0
ذكر بعض أخبار المأمون وسيره,289.6.0.0.0
خلافة أبي إسحاق المعتصم محمد بن هارون الرشيد,289.7.0.0.0
[أخبار متفرقة],289.8.0.0.0
,
ثم دخلت سنة تسع عشرة ومائتين,290.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),290.1.0.0.0
ذكر خلاف محمد بن القاسم العلوي,290.2.0.0.0
ذكر الخبر عن محاربه الزط,290.3.0.0.0
ثم دخلت سنة عشرين ومائتين,291.0.0.0.0
(ذكر ما كان فيها من الاحداث),291.1.0.0.0
ذكر ظفر عجيف بالزط,291.2.0.0.0
ذكر خبر مسير الافشين لحرب بابك,291.3.0.0.0
ذكر خبر وقعه الافشين مع بابك بارشق,291.4.0.0.0
ذكر الخبر عن خروج المعتصم الى القاطول,291.5.0.0.0
ذكر الخبر عن غضب المعتصم على الفضل بن مروان,291.6.0.0.0
ثم دخلت سنة إحدى وعشرين ومائتين,292.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),292.1.0.0.0
ذكر ms4198 الخبر عن وقعه الافشين مع بابك في هذه السنه,292.2.0.0.0
خبر مقتل طرخان قائد بابك,292.3.0.0.0
ثم دخلت سنة اثنتين وعشرين ومائتين,293.0.0.0.0
ذكر الخبر عما كان فيها من الأحداث,293.1.0.0.0
ذكر خبر الوقعه بين اصحاب الافشين وآذين قائد بابك,293.2.0.0.0
ذكر خبر فتح البذ مدينه بابك,293.3.0.0.0
ثم دخلت سنة ثلاث وعشرين ومائتين,294.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),294.1.0.0.0
ذكر خبر قدوم الافشين ببابك على المعتصم,294.2.0.0.0
ذكر خبر إيقاع الروم باهل زبطره,294.3.0.0.0
ذكر الخبر عن سبب فعل صاحب الروم بالمسلمين ما فعل من ذلك:,294.4.0.0.0
ذكر الخبر عن فتح عموريه,294.5.0.0.0
ذكر خبر المعتصم مع العباس بن المأمون,294.6.0.0.0
ثم دخلت سنة أربع وعشرين ومائتين,295.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),295.1.0.0.0
ذكر الخبر عن مخالفه مازيار بطبرستان,295.2.0.0.0
ذكر خبر أبي شاس الشاعر,295.3.0.0.0
[أخبار متفرقة],295.4.0.0.0
ذكر الخبر عن خلاف منكجور الاشروسنى,295.5.0.0.0
ثم دخلت سنة خمس وعشرين ومائتين,296.0.0.0.0
ذكر الخبر عما كان فيها من الأحداث,296.1.0.0.0
ذكر الخبر عن غضب المعتصم على الافشين وحبسه,296.2.0.0.0
[أخبار متفرقة],296.3.0.0.0
ثم دخلت سنة ست وعشرين ومائتين,297.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),297.1.0.0.0
خبر وثوب على بن إسحاق برجاء بن ابى الضحاك,297.2.0.0.0
ذكر الخبر عن موت الافشين,297.3.0.0.0
ثم دخلت سنة سبع وعشرين ومائتين,298.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),298.1.0.0.0
ذكر خبر خروج ابى حرب المبرقع,298.2.0.0.0
ذكر الخبر عن وفاه المعتصم والعله التي مات بها,298.3.0.0.0
ذكر الخبر عن بعض أخلاق المعتصم وسيره,298.4.0.0.0
خلافة هارون الواثق أبي جعفر,298.5.0.0.0
ثم دخلت سنة ثمان وعشرين ومائتين,299.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),299.1.0.0.0
ثم دخلت سنة تسع وعشرين ومائتين,300.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),300.1.0.0.0
ذكر الخبر عن حبس الواثق الكتاب وإلزامهم الأموال,300.2.0.0.0
ذكر الخبر عن السبب الذي بعث الواثق على فعله ما ذكرت بالكتاب في هذه السنة:,300.3.0.0.0
ثم دخلت سنة ثلاثين ومائتين,301.0.0.0.0
(ذكر خبر الخبر عما كان فيها من الأحداث),301.1.0.0.0
ذكر مسير بغا الى الاعراب بالمدينة,301.2.0.0.0
ذكر الخبر عن وفاه عبد الله بن طاهر,301.3.0.0.0
ثم دخلت سنة إحدى وثلاثين ومائتين,302.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),302.1.0.0.0
ذكر الخبر عن امر بنى سليم وغيرهم من القبائل,302.2.0.0.0
ذكر مقتل احمد بن نصر الخزاعي على يد الواثق,302.3.0.0.0
خبر الفداء بين المسلمين والروم,302.4.0.0.0
ثم دخلت سنة اثنتين وثلاثين ومائتين,303.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),303.1.0.0.0
ذكر الخبر عن مسير بغا الكبير الى حرب بنى نمير,303.2.0.0.0
ذكر خبر موت الواثق,303.3.0.0.0
ذكر الخبر عن صفه الواثق وسنه وقدر مده خلافته,303.4.0.0.0
ذكر بعض أخباره,303.5.0.0.0
خلافة جعفر المتوكل على الله,303.6.0.0.0
ذكر الخبر عن سبب خلافته ووقتها,303.7.0.0.0
ثم دخلت سنة ثلاث وثلاثين ومائتين,304.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),304.1.0.0.0
ذكر خبر حبس محمد بن عبد الملك الزيات ووفاته,304.2.0.0.0
ذكر غضب المتوكل على عمر بن فرج,304.3.0.0.0
ذكر غضب المتوكل على ابى الوزير وغيره,304.4.0.0.0
[أخبار متفرقة],304.5.0.0.0
ثم دخلت سنة أربع وثلاثين ومائتين,305.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),305.1.0.0.0
ذكر الخبر عن هرب محمد بن البعيث,305.2.0.0.0
ذكر الخبر عن حج ايتاخ وسببه,305.3.0.0.0
ثم دخلت سنة خمس وثلاثين ومائتين,306.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),306.1.0.0.0
ذكر الخبر عن مقتل ايتاخ,306.2.0.0.0
ذكر خبر اسر ابن البعيث وموته,306.3.0.0.0
امر المتوكل مع النصارى,306.4.0.0.0
ظهور محمود بن الفرج النيسابورى,306.5.0.0.0
ذكر عقد المتوكل البيعه لبنيه الثلاثة,306.6.0.0.0
ثم دخلت سنة ست وثلاثين ومائتين,307.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),307.1.0.0.0
خبر مقتل محمد بن ابراهيم بن مصعب,307.2.0.0.0
ذكر خبر وفاه الحسن بن سهل,307.3.0.0.0
ذكر خبر هدم قبر الحسين بن على,307.4.0.0.0
ثم دخلت سنة سبع وثلاثين ومائتين,308.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),308.1.0.0.0
ذكر وثوب اهل أرمينية بعاملهم يوسف بن محمد,308.2.0.0.0
ذكر غضب المتوكل على ابن ابى دواد,308.3.0.0.0
خبر انزال جثه ابن نصر ودفعه الى اوليائه,308.4.0.0.0
ثم دخلت سنة ثمان وثلاثين ومائتين,309.0.0.0.0
(ذكر الخبر عما كان فيها من الأحداث),309.1.0.0.0
